datetime,T5
2021-09-09 00:00:01,296.854
2021-09-09 00:00:41,297.022
2021-09-09 00:01:21,297.022
2021-09-09 00:02:02,296.938
2021-09-09 00:02:42,296.851
2021-09-09 00:03:22,296.646
2021-09-09 00:04:02,296.485
2021-09-09 00:04:43,296.485
2021-09-09 00:05:23,296.459
2021-09-09 00:06:03,296.267
2021-09-09 00:06:43,296.216
2021-09-09 00:07:23,296.155
2021-09-09 00:08:03,296.155
2021-09-09 00:08:44,295.964
2021-09-09 00:09:24,295.927
2021-09-09 00:10:04,295.928
2021-09-09 00:10:44,295.709
2021-09-09 00:11:24,295.709
2021-09-09 00:12:04,295.638
2021-09-09 00:12:45,295.475
2021-09-09 00:13:25,295.49
2021-09-09 00:14:05,295.267
2021-09-09 00:14:45,295.2
2021-09-09 00:15:25,295.2
2021-09-09 00:16:06,294.92
2021-09-09 00:16:46,294.899
2021-09-09 00:17:26,294.746
2021-09-09 00:18:06,294.587
2021-09-09 00:18:46,294.587
2021-09-09 00:19:27,294.516
2021-09-09 00:20:07,294.363
2021-09-09 00:20:47,294.315
2021-09-09 00:21:27,294.158
2021-09-09 00:22:07,294.158
2021-09-09 00:22:47,293.916
2021-09-09 00:23:28,293.757
2021-09-09 00:24:08,293.615
2021-09-09 00:24:48,293.559
2021-09-09 00:25:28,293.559
2021-09-09 00:26:08,293.309
2021-09-09 00:26:49,293.212
2021-09-09 00:27:29,293.003
2021-09-09 00:28:09,292.854
2021-09-09 00:28:49,292.854
2021-09-09 00:29:29,292.668
2021-09-09 00:30:10,292.585
2021-09-09 00:30:50,292.332
2021-09-09 00:31:30,292.106
2021-09-09 00:32:10,292.106
2021-09-09 00:32:50,291.98
2021-09-09 00:33:30,291.784
2021-09-09 00:34:11,291.719
2021-09-09 00:34:51,291.302
2021-09-09 00:35:31,291.302
2021-09-09 00:36:11,291.323
2021-09-09 00:36:51,291.138
2021-09-09 00:37:32,290.854
2021-09-09 00:38:12,290.698
2021-09-09 00:38:52,290.698
2021-09-09 00:39:32,290.425
2021-09-09 00:40:12,290.31
2021-09-09 00:40:52,290.07
2021-09-09 00:41:32,289.866
2021-09-09 00:42:13,289.866
2021-09-09 00:42:53,289.671
2021-09-09 00:43:33,289.55
2021-09-09 00:44:13,289.311
2021-09-09 00:44:53,289.089
2021-09-09 00:45:34,289.089
